dmel	dana	dvir	dpse	dsec	dwil	dper	dyak	dsim	dere	dgri	dmoj
dmel-FBgn0003067	dana-FBgn0141189	dvir-FBgn0089010	dpse-FBgn0208655	dsec-FBgn0074655	dwil-FBgn0176772	dper-FBgn0219956	dyak-FBgn0229758	dsim-FBgn0183141	dere-FBgn0114082	dgri-FBgn0130420	dmoj-GI18450
dmel-FBgn0003068	dana-FBgn0012573	dvir-FBgn0012142	dpse-FBgn0013135	dsec-FBgn0012735	dwil-FBgn0012799	dper-FBgn0013161	dyak-FBgn0268179	dsim-FBgn0012277	dere-FBgn0119518	dgri-GH12039	dmoj-per
dmel-FBgn0003071	dana-FBgn0143275	dvir-FBgn0089059	dpse-FBgn0209501	dsec-FBgn0077849	dwil-FBgn0176068	dper-FBgn0223479	dyak-FBgn0155213	dsim-FBgn0068100	dere-FBgn0182479	dgri-FBgn0116274	dmoj-FBgn0129250
dmel-FBgn0003074	dana-FBgn0143349	dvir-FBgn0089597	dpse-FBgn0208188	dsec-FBgn0080920	dwil-FBgn0175537	dper-FBgn0223933	dyak-FBgn0148017	dsim-FBgn0013171	dere-FBgn0270152	dgri-FBgn0102918	dmoj-FBgn0130144
dmel-FBgn0003076	dana-FBgn0139436	dvir-FBgn0087362	dpse-FBgn0200174	dsec-FBgn0078703	dwil-FBgn0179307	dper-FBgn0219335	dyak-FBgn0155638	dsim-FBgn0020944	dere-FBgn0268966	dgri-FBgn0105767	dmoj-FBgn0122511
dmel-FBgn0003079	dana-FBgn0137441	dvir-FBgn0099211	dpse-FBgn0203782	dsec-FBgn0075498	dwil-FBgn0174126	dper-FBgn0227109	dyak-FBgn0164309	dsim-FBgn0233795	dere-FBgn0063982	dgri-FBgn0105204	dmoj-FBgn0119388
dmel-FBgn0003082	dana-FBgn0142519	dvir-FBgn0090665	dpse-FBgn0204877	dsec-FBgn0070895	dwil-FBgn0175866	dper-FBgn0221410	dyak-FBgn0154636	dsim-FBgn0236512	dere-FBgn0182283	dgri-FBgn0115458	dmoj-FBgn0128754
dmel-FBgn0003087	dana-FBgn0132902	dvir-FBgn0092796	dpse-FBgn0205530	dsec-FBgn0067543	dwil-FBgn0173143	dper-FBgn0156749	dyak-FBgn0067426	dsim-FBgn0195061	dere-FBgn0067597	dgri-FBgn0121356	dmoj-FBgn0120889
dmel-FBgn0003089	dana-FBgn0136292	dvir-FBgn0087805	dpse-FBgn0249603	dsec-FBgn0174007	dwil-FBgn0169793	dper-FBgn0279835	dyak-FBgn0158497	dsim-FBgn0239725	dere-FBgn0105685	dgri-FBgn0121883	dmoj-GI13537
dmel-FBgn0003090	dana-FBgn0142233	dvir-FBgn0089736	dpse-FBgn0202354	dsec-FBgn0070804	dwil-FBgn0175821	dper-FBgn0223780	dyak-FBgn0148767	dsim-FBgn0236476	dere-FBgn0182238	dgri-FBgn0115419	dmoj-FBgn0128986
dmel-FBgn0003091	dana-FBgn0143894	dvir-FBgn0088464	dpse-FBgn0208151	dsec-FBgn0079728	dwil-FBgn0176619	dper-FBgn0224017	dyak-FBgn0149180	dsim-FBgn0229428	dere-FBgn0182985	dgri-FBgn0112833	dmoj-FBgn0130108
dmel-FBgn0003093	dana-FBgn0146909	dvir-FBgn0093292	dpse-FBgn0197813	dsec-FBgn0075174	dwil-FBgn0167692	dper-FBgn0224542	dyak-FBgn0161839	dsim-FBgn0240979	dere-FBgn0192841	dgri-FBgn0103931	dmoj-FBgn0126142
dmel-FBgn0003114	dana-FBgn0281520	dvir-FBgn0064747	dpse-FBgn0064308	dsec-FBgn0081582	dwil-FBgn0064373	dper-FBgn0064265	dyak-FBgn0155175	dsim-FBgn0153960	dere-FBgn0064247	dgri-FBgn0040413	dmoj-FBgn0064600
dmel-FBgn0003116	dana-FBgn0133807	dvir-FBgn0099197	dpse-FBgn0203011	dsec-FBgn0077477	dwil-FBgn0174109	dper-FBgn0218050	dyak-FBgn0150931	dsim-FBgn0233782	dere-FBgn0188196	dgri-FBgn0105189	dmoj-FBgn0125280
dmel-FBgn0003117	dana-FBgn0145377	dvir-FBgn0088931	dpse-FBgn0210479	dsec-FBgn0077826	dwil-FBgn0179143	dper-FBgn0215264	dyak-FBgn0149822	dsim-FBgn0241482	dere-FBgn0268379	dgri-FBgn0109201	dmoj-FBgn0126226
dmel-FBgn0003118	dana-FBgn0145937	dvir-FBgn0095030	dpse-FBgn0209973	dsec-FBgn0262662	dwil-FBgn0178440	dper-FBgn0025050	dyak-FBgn0214253	dsim-FBgn0160621	dere-FBgn0160622	dgri-FBgn0241107	dmoj-FBgn0025031
dmel-FBgn0003124	dana-FBgn0134084	dvir-FBgn0087091	dpse-FBgn0198837	dsec-FBgn0071596	dwil-FBgn0177140	dper-FBgn0219232	dyak-FBgn0162716	dsim-FBgn0236996	dere-FBgn0186544	dgri-FBgn0108334	dmoj-FBgn0121856
dmel-FBgn0003129	dana-FBgn0145477	dvir-FBgn0093689	dpse-FBgn0209855	dsec-FBgn0081895	dwil-FBgn0181202	dper-FBgn0216107	dyak-FBgn0161708	dsim-FBgn0241954	dere-FBgn0270338	dgri-FBgn0109681	dmoj-FBgn0124891
dmel-FBgn0003130	dana-FBgn0142494	dvir-FBgn0090401	dpse-FBgn0205329	dsec-FBgn0080915	dwil-FBgn0175002	dper-FBgn0221609	dyak-FBgn0149459	dsim-FBgn0231752	dere-FBgn0196881	dgri-FBgn0114504	dmoj-FBgn0128027
dmel-FBgn0003132	dana-FBgn0138165	dvir-FBgn0098047	dpse-FBgn0094063	dsec-FBgn0282915	dwil-FBgn0247960	dper-FBgn0178846	dyak-FBgn0180866	dsim-FBgn0222012	dere-FBgn0164757	dgri-FBgn0241632	dmoj-FBgn0233603
dmel-FBgn0003134	dana-FBgn0132850	dvir-FBgn0097760	dpse-FBgn0210915	dsec-FBgn0247808	dwil-FBgn0181458	dper-FBgn0224328	dyak-FBgn0240673	dsim-FBgn0192560	dere-FBgn0103599	dgri-FBgn0126293	dmoj-GI10084
dmel-FBgn0003137	dana-FBgn0145595	dvir-FBgn0093461	dpse-FBgn0201383	dsec-FBgn0077296	dwil-FBgn0243600	dper-FBgn0171208	dyak-FBgn0213010	dsim-FBgn0160684	dere-FBgn0228370	dgri-FBgn0189576	dmoj-FBgn0104360
dmel-FBgn0003139	dana-FBgn0138153	dvir-FBgn0096546	dpse-FBgn0203542	dsec-FBgn0071535	dwil-FBgn0167511	dper-FBgn0218106	dyak-FBgn0164356	dsim-FBgn0233987	dere-FBgn0268081	dgri-FBgn0109897	dmoj-FBgn0132373
dmel-FBgn0003140	dana-FBgn0142979	dvir-FBgn0090247	dpse-FBgn0207336	dsec-FBgn0245218	dwil-FBgn0249192	dper-FBgn0174825	dyak-FBgn0224224	dsim-FBgn0152322	dere-FBgn0152212	dgri-FBgn0231588	dmoj-FBgn0196723
dmel-FBgn0003141	dana-FBgn0135285	dvir-FBgn0092482	dpse-FBgn0205059	dsec-FBgn0250370	dwil-FBgn0171878	dper-FBgn0220682	dyak-FBgn0164254	dsim-FBgn0230338	dere-FBgn0269470	dgri-FBgn0113769	dmoj-FBgn0120718
dmel-FBgn0003145	dana-FBgn0137572	dvir-FBgn0100433	dpse-FBgn0211060	dsec-FBgn0079803	dwil-FBgn0181193	dper-FBgn0223073	dyak-FBgn0151735	dsim-FBgn0230178	dere-FBgn0193543	dgri-FBgn0102584	dmoj-FBgn0117676
dmel-FBgn0003149	dana-FBgn0135167	dvir-FBgn0087189	dpse-FBgn0020071	dsec-FBgn0079243	dwil-FBgn0179780	dper-FBgn0219470	dyak-FBgn0147896	dsim-FBgn0147895	dere-FBgn0238553	dgri-FBgn0184689	dmoj-FBgn0107316
dmel-FBgn0003159	dana-FBgn0138666	dvir-FBgn0098955	dpse-FBgn0204004	dsec-FBgn0244070	dwil-FBgn0173789	dper-FBgn0218215	dyak-FBgn0159003	dsim-FBgn0234439	dere-FBgn0187987	dgri-FBgn0104908	dmoj-FBgn0120293
dmel-FBgn0003162	dana-FBgn0143547	dvir-FBgn0088980	dpse-FBgn0207685	dsec-FBgn0263812	dwil-FBgn0170730	dper-FBgn0223891	dyak-FBgn0147771	dsim-FBgn0229942	dere-FBgn0183313	dgri-FBgn0114272	dmoj-FBgn0128192
dmel-FBgn0003165	dana-FBgn0145229	dvir-FBgn0095444	dpse-FBgn0197392	dsec-FBgn0263302	dwil-FBgn0181138	dper-FBgn0216055	dyak-FBgn0159937	dsim-FBgn0241898	dere-FBgn0192280	dgri-FBgn0109619	dmoj-FBgn0122732
dmel-FBgn0003169	dana-FBgn0133420	dvir-FBgn0094560	dpse-FBgn0210115	dsec-FBgn0080668	dwil-FBgn0180695	dper-FBgn0216456	dyak-FBgn0160716	dsim-FBgn0243459	dere-FBgn0191882	dgri-FBgn0113368	dmoj-FBgn0121602
dmel-FBgn0003174	dana-FBgn0142237	dvir-FBgn0089739	dpse-FBgn0208204	dsec-FBgn0070816	dwil-FBgn0175825	dper-FBgn0223784	dyak-FBgn0148770	dsim-FBgn0236479	dere-FBgn0182240	dgri-FBgn0115422	dmoj-FBgn0128990
dmel-FBgn0003175	dana-FBgn0141339	dvir-FBgn0090050	dpse-FBgn0207537	dsec-FBgn0245779	dwil-FBgn0170555	dper-FBgn0224123	dyak-FBgn0148088	dsim-FBgn0229647	dere-FBgn0196436	dgri-FBgn0113964	dmoj-FBgn0128886
dmel-FBgn0003187	dana-FBgn0145127	dvir-FBgn0092123	dpse-FBgn0207435	dsec-FBgn0079585	dwil-FBgn0172033	dper-FBgn0220227	dyak-FBgn0153554	dsim-FBgn0230826	dere-FBgn0193282	dgri-FBgn0113917	dmoj-FBgn0117635
dmel-FBgn0003189	dana-FBgn0137979	dvir-FBgn0098836	dpse-FBgn0205842	dsec-FBgn0075021	dwil-FBgn0168386	dper-FBgn0221923	dyak-FBgn0157849	dsim-FBgn0234761	dere-FBgn0015169	dgri-FBgn0111271	dmoj-FBgn0120268
dmel-FBgn0003204	dana-FBgn0138182	dvir-FBgn0098438	dpse-FBgn0201927	dsec-FBgn0074783	dwil-FBgn0166372	dper-FBgn0212300	dyak-FBgn0164310	dsim-FBgn0235293	dere-FBgn0188563	dgri-FBgn0110581	dmoj-FBgn0120078
dmel-FBgn0003205	dana-FBgn0145327	dvir-FBgn0093079	dpse-FBgn0085906	dsec-FBgn0081725	dwil-FBgn0181107	dper-FBgn0215846	dyak-FBgn0159819	dsim-FBgn0241874	dere-FBgn0029246	dgri-FBgn0109593	dmoj-FBgn0126859
dmel-FBgn0003206	dana-FBgn0139320	dvir-FBgn0087595	dpse-FBgn0200059	dsec-FBgn0071187	dwil-FBgn0169547	dper-FBgn0214847	dyak-FBgn0150432	dsim-FBgn0238674	dere-FBgn0029247	dgri-FBgn0107448	dmoj-FBgn0123391
dmel-FBgn0003209	dana-FBgn0135154	dvir-FBgn0091384	dpse-FBgn0205048	dsec-FBgn0071683	dwil-FBgn0167684	dper-FBgn0220661	dyak-FBgn0163800	dsim-FBgn0228648	dere-FBgn0193792	dgri-FBgn0116193	dmoj-FBgn0120707
dmel-FBgn0003210	dana-FBgn0144199	dvir-FBgn0061345	dpse-FBgn0203673	dsec-FBgn0071056	dwil-FBgn0167623	dper-FBgn0219455	dyak-FBgn0151920	dsim-FBgn0234345	dere-FBgn0187922	dgri-FBgn0110750	dmoj-FBgn0120111
dmel-FBgn0003218	dana-FBgn0137845	dvir-FBgn0099600	dpse-FBgn0206048	dsec-FBgn0070822	dwil-FBgn0172548	dper-FBgn0218250	dyak-FBgn0157468	dsim-FBgn0234589	dere-FBgn0188712	dgri-FBgn0110033	dmoj-FBgn0125231
dmel-FBgn0003227	dana-FBgn0146819	dvir-FBgn0093500	dpse-FBgn0198182	dsec-FBgn0076171	dwil-FBgn0180609	dper-FBgn0216485	dyak-FBgn0216486	dsim-FBgn0159767	dere-FBgn0243388	dgri-FBgn0191801	dmoj-FBgn0112557
dmel-FBgn0003231	dana-FBgn0140401	dvir-FBgn0091275	dpse-FBgn0205389	dsec-FBgn0070329	dwil-FBgn0172274	dper-FBgn0226341	dyak-FBgn0163670	dsim-FBgn0022822	dere-FBgn0013883	dgri-FBgn0012278	dmoj-FBgn0120900
dmel-FBgn0003248	dana-FBgn0145695	dvir-FBgn0100213	dpse-FBgn0013090	dsec-FBgn0012708	dwil-FBgn0172800	dper-FBgn0064274	dyak-FBgn0161029	dsim-FBgn0242627	dere-FBgn0275627	dgri-FBgn0190759	dmoj-FBgn0064614
dmel-FBgn0003249	dana-FBgn0132817	dvir-FBgn0094353	dpse-FBgn0210883	dsec-FBgn0013091	dwil-FBgn0012709	dper-FBgn0172602	dyak-FBgn0067110	dsim-FBgn0150121	dere-FBgn0242175	dgri-FBgn0191560	dmoj-FBgn0064613
dmel-FBgn0003250	dana-FBgn0134419	dvir-FBgn0087540	dpse-FBgn0013092	dsec-FBgn0012710	dwil-FBgn0179226	dper-FBgn0064273	dyak-FBgn0158294	dsim-FBgn0239413	dere-FBgn0184170	dgri-FBgn0064612	dmoj-FBgn0124537
dmel-FBgn0003254	dana-FBgn0141660	dvir-FBgn0088622	dpse-FBgn0206918	dsec-FBgn0080192	dwil-FBgn0168093	dper-FBgn0222668	dyak-FBgn0155243	dsim-FBgn0229805	dere-FBgn0183188	dgri-FBgn0114134	dmoj-FBgn0130552
dmel-FBgn0003255	dana-FBgn0140136	dvir-FBgn0092629	dpse-FBgn0205234	dsec-FBgn0081403	dwil-FBgn0169906	dper-FBgn0217111	dyak-FBgn0158657	dsim-FBgn0242276	dere-FBgn0193435	dgri-FBgn0102476	dmoj-FBgn0118084
dmel-FBgn0003256	dana-FBgn0140998	dvir-FBgn0090969	dpse-FBgn0204688	dsec-FBgn0171845	dwil-FBgn0158041	dper-FBgn0229142	dyak-FBgn0115272	dsim-FBgn0120828	dere-GG23119	dgri-GH13352	dmoj-GI18259
dmel-FBgn0003257	dana-FBgn0133069	dvir-FBgn0095539	dpse-FBgn0197446	dsec-FBgn0077555	dwil-FBgn0170027	dper-FBgn0215090	dyak-FBgn0150288	dsim-FBgn0191494	dere-FBgn0107180	dgri-FBgn0130624	dmoj-GI10304
dmel-FBgn0003261	dana-FBgn0145911	dvir-FBgn0095652	dpse-FBgn0201710	dsec-FBgn0070273	dwil-FBgn0165524	dper-FBgn0216220	dyak-FBgn0161079	dsim-FBgn0241259	dere-FBgn0102973	dgri-FBgn0121765	dmoj-GI23184
dmel-FBgn0003267	dana-FBgn0147245	dvir-FBgn0095580	dpse-FBgn0013136	dsec-FBgn0079525	dwil-FBgn0165110	dper-FBgn0215749	dyak-FBgn0164843	dsim-FBgn0228462	dere-FBgn0189655	dgri-FBgn0104458	dmoj-FBgn0131113
dmel-FBgn0003268	dana-FBgn0146123	dvir-FBgn0099964	dpse-FBgn0210189	dsec-FBgn0073924	dwil-FBgn0171346	dper-FBgn0213731	dyak-FBgn0161224	dsim-FBgn0228777	dere-FBgn0193009	dgri-FBgn0104109	dmoj-FBgn0126104
dmel-FBgn0003270	dana-FBgn0139942	dvir-FBgn0091866	dpse-FBgn0206947	dsec-FBgn0070354	dwil-FBgn0171995	dper-FBgn0226615	dyak-FBgn0156344	dsim-FBgn0230450	dere-FBgn0193248	dgri-FBgn0113881	dmoj-FBgn0118011
dmel-FBgn0003274	dana-FBgn0280383	dvir-FBgn0097183	dpse-FBgn0205958	dsec-FBgn0198405	dwil-FBgn0248980	dper-FBgn0176590	dyak-FBgn0227635	dsim-FBgn0158298	dere-FBgn0068062	dgri-FBgn0182961	dmoj-FBgn0112805
dmel-FBgn0003275	dana-FBgn0145276	dvir-FBgn0094266	dpse-FBgn0198367	dsec-FBgn0071164	dwil-FBgn0165749	dper-FBgn0213858	dyak-FBgn0159234	dsim-FBgn0242532	dere-FBgn0277048	dgri-FBgn0191271	dmoj-FBgn0105057
dmel-FBgn0003277	dana-FBgn0139220	dvir-FBgn0097373	dpse-FBgn0203135	dsec-FBgn0022538	dwil-FBgn0167996	dper-FBgn0227427	dyak-FBgn0164323	dsim-FBgn0084295	dere-FBgn0187633	dgri-FBgn0084527	dmoj-FBgn0125074
dmel-FBgn0003278	dana-FBgn0144365	dvir-FBgn0097654	dpse-FBgn0204942	dsec-FBgn0077905	dwil-FBgn0171651	dper-FBgn0226371	dyak-FBgn0156475	dsim-FBgn0234273	dere-FBgn0194412	dgri-FBgn0116846	dmoj-FBgn0118702
dmel-FBgn0003279	dana-FBgn0147034	dvir-FBgn0095882	dpse-FBgn0197678	dsec-FBgn0078931	dwil-FBgn0171277	dper-FBgn0214834	dyak-FBgn0161231	dsim-FBgn0068083	dere-FBgn0192793	dgri-FBgn0103877	dmoj-FBgn0125876
dmel-FBgn0003285	dana-FBgn0133722	dvir-FBgn0099465	dpse-FBgn0020976	dsec-FBgn0248505	dwil-FBgn0173750	dper-FBgn0227351	dyak-FBgn0157382	dsim-FBgn0234400	dere-FBgn0187969	dgri-FBgn0110809	dmoj-FBgn0119743
dmel-FBgn0003292	dana-FBgn0134351	dvir-FBgn0101530	dpse-FBgn0198532	dsec-FBgn0079347	dwil-FBgn0179598	dper-FBgn0219017	dyak-FBgn0160406	dsim-FBgn0237521	dere-FBgn0184522	dgri-FBgn0106172	dmoj-FBgn0124105
dmel-FBgn0003295	dana-FBgn0139413	dvir-FBgn0101753	dpse-FBgn0200152	dsec-FBgn0071482	dwil-FBgn0169331	dper-FBgn0218978	dyak-FBgn0160095	dsim-FBgn0238426	dere-FBgn0185325	dgri-FBgn0107043	dmoj-FBgn0123708
dmel-FBgn0003300	dana-FBgn0138240	dvir-FBgn0092993	dpse-FBgn0013920	dsec-FBgn0013862	dwil-FBgn0177918	dper-FBgn0221813	dyak-FBgn0153410	dsim-FBgn0084618	dere-FBgn0016352	dgri-FBgn0085118	dmoj-FBgn0125210
dmel-FBgn0003301	dana-FBgn0138492	dvir-FBgn0098594	dpse-FBgn0205761	dsec-FBgn0250575	dwil-FBgn0166979	dper-FBgn0220422	dyak-FBgn0158002	dsim-FBgn0233649	dere-FBgn0083415	dgri-FBgn0111651	dmoj-FBgn0119691
dmel-FBgn0003302	dana-FBgn0139235	dvir-FBgn0099064	dpse-FBgn0203217	dsec-FBgn0078126	dwil-FBgn0046927	dper-FBgn0221722	dyak-FBgn0152563	dsim-FBgn0046889	dere-FBgn0046909	dgri-FBgn0046965	dmoj-FBgn0125364
dmel-FBgn0003308	dana-FBgn0064059	dvir-FBgn0024471	dpse-FBgn0017793	dsec-FBgn0012736	dwil-FBgn0178942	dper-FBgn0020952	dyak-FBgn0018680	dsim-FBgn0041639	dere-FBgn0016353	dgri-FBgn0024451	dmoj-FBgn0125838
dmel-FBgn0003310	dana-FBgn0281617	dvir-FBgn0098101	dpse-FBgn0203300	dsec-FBgn0078157	dwil-FBgn0171544	dper-FBgn0226292	dyak-FBgn0152691	dsim-FBgn0233375	dere-FBgn0194325	dgri-FBgn0116748	dmoj-FBgn0120681
dmel-FBgn0003312	dana-FBgn0132854	dvir-FBgn0100162	dpse-FBgn0210920	dsec-FBgn0073244	dwil-FBgn0178849	dper-FBgn0214800	dyak-FBgn0149890	dsim-FBgn0241337	dere-FBgn0190304	dgri-FBgn0110690	dmoj-FBgn0126298
dmel-FBgn0003313	dana-FBgn0173974	dvir-FBgn0235937	dpse-FBgn0012892	dsec-GM19072			dyak-GE18526	dsim-sala			
dmel-FBgn0003317	dana-FBgn0142729	dvir-FBgn0090663	dpse-FBgn0208374	dsec-FBgn0075137	dwil-FBgn0175864	dper-FBgn0224205	dyak-FBgn0148451	dsim-FBgn0236510	dere-FBgn0187027	dgri-FBgn0115455	dmoj-FBgn0127784
dmel-FBgn0003319	dana-FBgn0145384	dvir-FBgn0093178	dpse-FBgn0210485	dsec-FBgn0078110	dwil-FBgn0179150	dper-FBgn0215272	dyak-FBgn0149828	dsim-FBgn0241491	dere-FBgn0190582	dgri-FBgn0109208	dmoj-FBgn0126233
dmel-FBgn0003321	dana-FBgn0138551	dvir-FBgn0097270	dpse-FBgn0205810	dsec-FBgn0074115	dwil-FBgn0166228	dper-FBgn0218165	dyak-FBgn0151901	dsim-FBgn0232948	dere-FBgn0068586	dgri-FBgn0111104	dmoj-FBgn0119530
dmel-FBgn0003326	dana-FBgn0142047	dvir-FBgn0089954	dpse-FBgn0209300	dsec-FBgn0074593	dwil-FBgn0176306	dper-FBgn0217591	dyak-FBgn0154619	dsim-FBgn0230236	dere-FBgn0182684	dgri-FBgn0112528	dmoj-FBgn0129224
dmel-FBgn0003328	dana-FBgn0142343	dvir-FBgn0090061	dpse-FBgn0202173	dsec-FBgn0080811	dwil-FBgn0176480	dper-FBgn0222883	dyak-FBgn0148697	dsim-FBgn0231300	dere-FBgn0182861	dgri-FBgn0112697	dmoj-FBgn0127886
dmel-FBgn0003330	dana-FBgn0133507	dvir-FBgn0095715	dpse-FBgn0197964	dsec-FBgn0078994	dwil-FBgn0171245	dper-FBgn0213333	dyak-FBgn0151373	dsim-FBgn0228405	dere-FBgn0189609	dgri-FBgn0104391	dmoj-FBgn0124476
dmel-FBgn0003334	dana-FBgn0146257	dvir-FBgn0095423	dpse-FBgn0197567	dsec-FBgn0247615	dwil-FBgn0181090	dper-FBgn0214001	dyak-FBgn0241858	dsim-FBgn0192240	dere-FBgn0109576	dgri-FBgn0126777	dmoj-GI23531
dmel-FBgn0003339	dana-FBgn0147437	dvir-FBgn0094808	dpse-FBgn0211019	dsec-FBgn0012711	dwil-FBgn0165471	dper-FBgn0212837	dyak-FBgn0159633	dsim-FBgn0242877	dere-FBgn0191014	dgri-FBgn0102490	dmoj-FBgn0126942
dmel-FBgn0003345	dana-FBgn0137627	dvir-FBgn0097195	dpse-FBgn0206682	dsec-FBgn0081140	dwil-FBgn0177458	dper-FBgn0227641	dyak-FBgn0160513	dsim-FBgn0234705	dere-FBgn0196142	dgri-FBgn0110139	dmoj-FBgn0118322
dmel-FBgn0003346	dana-FBgn0140962	dvir-FBgn0091262	dpse-FBgn0205295	dsec-FBgn0082157	dwil-FBgn0172259	dper-FBgn0226757	dyak-FBgn0158803	dsim-FBgn0230943	dere-FBgn0183774	dgri-FBgn0113363	dmoj-FBgn0118580
dmel-FBgn0003353	dana-FBgn0088402	dvir-FBgn0173202	dpse-FBgn0223377	dsec-FBgn0149265	dwil-FBgn0231976	dper-FBgn0183563	dyak-FBgn0115085	dsim-GD11824	dere-GG22928		
dmel-FBgn0003356	dana-FBgn0100327	dvir-FBgn0099899	dpse-FBgn0100326	dsec-FBgn0248240	dwil-FBgn0075969	dper-FBgn0248241	dyak-FBgn0167775	dsim-FBgn0167815	dere-FBgn0216098	dgri-FBgn0215204	dmoj-FBgn0151103
dmel-FBgn0003357	dana-FBgn0100327	dvir-FBgn0099899	dpse-FBgn0100326	dsec-FBgn0248240	dwil-FBgn0075969	dper-FBgn0248241	dyak-FBgn0167775	dsim-FBgn0167815	dere-FBgn0216098	dgri-FBgn0215204	dmoj-FBgn0151103
dmel-FBgn0003358	dana-FBgn0093244	dvir-FBgn0093243	dpse-FBgn0093242	dsec-FBgn0075974	dwil-FBgn0216096	dper-FBgn0216097	dyak-FBgn0151102	dsim-FBgn0068034	dere-FBgn0189110	dgri-FBgn0189104	dmoj-FBgn0104278
dmel-FBgn0003360	dana-FBgn0133860	dvir-FBgn0097272	dpse-FBgn0202970	dsec-FBgn0243548	dwil-FBgn0166231	dper-FBgn0218283	dyak-FBgn0152467	dsim-FBgn0067930	dere-FBgn0187655	dgri-FBgn0111107	dmoj-FBgn0119569
dmel-FBgn0003366	dana-FBgn0139207	dvir-FBgn0097404	dpse-FBgn0013140	dsec-FBgn0074810	dwil-FBgn0166211	dper-FBgn0155914	dyak-FBgn0234794	dsim-FBgn0269374	dere-FBgn0111089	dgri-FBgn0125064	dmoj-GI16459
dmel-FBgn0003371	dana-FBgn0137155	dvir-FBgn0099235	dpse-FBgn0205900	dsec-FBgn0244063	dwil-FBgn0174138	dper-FBgn0171020	dyak-FBgn0227027	dsim-FBgn0164475	dere-FBgn0233805	dgri-FBgn0196056	dmoj-FBgn0105218
dmel-FBgn0003372	dana-FBgn0173408	dvir-FBgn0229078		dsec-GM18501			dyak-GE11259				
dmel-FBgn0003373	dana-FBgn0180139	dvir-FBgn0160392	dpse-FBgn0276750	dsec-FBgn0185996	dwil-FBgn0012268	dper-GL22801	dyak-GE28595	dsim-GD14311	dere-Sgs3		
dmel-FBgn0003375	dana-FBgn0147519	dvir-FBgn0093432	dpse-FBgn0211525	dsec-FBgn0080454	dwil-FBgn0170165	dper-FBgn0170164	dyak-FBgn0151385	dsim-FBgn0242548	dere-FBgn0242549	dgri-FBgn0190674	dmoj-FBgn0190675
dmel-FBgn0003377	dana-FBgn0283294	dvir-FBgn0282354	dpse-FBgn0245277	dsec-FBgn0244827	dwil-FBgn0244828	dper-FBgn0179611	dyak-FBgn0180138	dsim-FBgn0279221	dere-FBgn0213358	dgri-FBgn0160414	dmoj-FBgn0237535
dmel-FBgn0003378	dana-FBgn0283294	dvir-FBgn0282354	dpse-FBgn0245277	dsec-FBgn0244827	dwil-FBgn0244828	dper-FBgn0179611	dyak-FBgn0180138	dsim-FBgn0279221	dere-FBgn0213358	dgri-FBgn0160414	dmoj-FBgn0237535
dmel-FBgn0003380	dana-FBgn0138683	dvir-FBgn0096533	dpse-FBgn0204018	dsec-FBgn0247929	dwil-FBgn0177713	dper-FBgn0219942	dyak-FBgn0152523	dsim-FBgn0233132	dere-FBgn0187317	dgri-FBgn0110367	dmoj-FBgn0119784
dmel-FBgn0003382	dana-FBgn0142413	dvir-FBgn0089581	dpse-FBgn0204262	dsec-FBgn0072171	dwil-FBgn0176161	dper-FBgn0224176	dyak-FBgn0154742	dsim-FBgn0230596	dere-FBgn0187058	dgri-FBgn0112385	dmoj-FBgn0129433
dmel-FBgn0003386	dana-FBgn0146633	dvir-FBgn0092275	dpse-FBgn0208302	dsec-FBgn0075492	dwil-FBgn0173338	dper-FBgn0216652	dyak-FBgn0156271	dsim-FBgn0235680	dere-FBgn0194638	dgri-FBgn0117090	dmoj-FBgn0121179
dmel-FBgn0003388	dana-FBgn0134252	dvir-FBgn0101601	dpse-FBgn0200907	dsec-FBgn0072361	dwil-FBgn0180327	dper-FBgn0212542	dyak-FBgn0158613	dsim-FBgn0239250	dere-FBgn0186175	dgri-FBgn0107931	dmoj-FBgn0122227
dmel-FBgn0003390	dana-FBgn0144338	dvir-FBgn0097844	dpse-FBgn0203730	dsec-FBgn0076215	dwil-FBgn0167490	dper-FBgn0227797	dyak-FBgn0164459	dsim-FBgn0233971	dere-FBgn0187811	dgri-FBgn0109878	dmoj-FBgn0131984
dmel-FBgn0003391	dana-FBgn0143303	dvir-FBgn0090021	dpse-FBgn0207482	dsec-FBgn0245510	dwil-FBgn0170674	dper-FBgn0224909	dyak-FBgn0147796	dsim-FBgn0231404	dere-FBgn0196544	dgri-FBgn0112997	dmoj-FBgn0128833
dmel-FBgn0003392	dana-FBgn0144445	dvir-FBgn0097517	dpse-FBgn0202773	dsec-FBgn0177465	dwil-FBgn0227200	dper-FBgn0159047	dyak-FBgn0234713	dsim-FBgn0068585	dere-FBgn0110148	dgri-FBgn0119529	dmoj-GI21715
dmel-FBgn0003396	dana-FBgn0142516	dvir-FBgn0089563	dpse-FBgn0204844	dsec-FBgn0245484	dwil-FBgn0176137	dper-FBgn0222945	dyak-FBgn0157554	dsim-FBgn0230576	dere-FBgn0182535	dgri-FBgn0112361	dmoj-FBgn0128752
dmel-FBgn0003401	dana-FBgn0141142	dvir-FBgn0089493	dpse-FBgn0208609	dsec-FBgn0078395	dwil-FBgn0170425	dper-FBgn0217810	dyak-FBgn0212302	dsim-FBgn0148677	dere-FBgn0229328	dgri-FBgn0196321	dmoj-FBgn0112193
